Id,OwnerUserId,CreationDate,ParentId,Score,Body
20075,1942,2008-08-21T14:27:46Z,20040,1,"<p>The biggest thing you'll probably want to learn is the differences between Windows and non-Windows programmers.  They approach fundamental things differently.  Knowing the difference will be key to successfully managing the project.  If you listen to the stack overflow podcast, and Jeff and Joel have multiple discussions on this topic.  Understanding the details of the underlying technology is mostly irrelevant and you'll never know it well enough to go toe to toe with someone who works in it day in and day out.  You can probably pick it up as you go.</p>
"
20082,377,2008-08-21T14:30:19Z,20040,1,"<p>The #1 thing you need to be aware of (and I'm guessing you probably already are) is that the guys doing the coding <em>should</em> know what they are doing.  Depending on the personailties of the members of your team, you should be able to find someone who is willing and able to explain any of the intricacies to you on an as-required basis.</p>

<p>In my experience, the biggest hinderence to a project is the PM who understands the project, but not how to accomplish it (not in itself a problem), but who is also unwilling to listen to what his team tell him.  As with any project management, accept that you can't know everything, and be humble enough to ask for explanations where needed.</p>"
20116,1940,2008-08-21T14:37:57Z,20040,3,"<p>The number one rule is do NOT just ask for status updates.  It is Especially <strong>annoying</strong> when phrases like ""where are we on this?"" are used.   If you aren't directly involved in the details then just make sure you have established communication times or plans so that you know whats going on rather than asking for updates.</p>
"
20411,1026,2008-08-21T16:16:07Z,19970,1,"<p>Stack/queue in JS is a simple array, which can be manipulated with <code>.push(val)</code>, <code>.pop()</code>, <code>.shift(val)</code> and <code>.unshift()</code>.</p>
"
20498,206,2008-08-21T16:51:54Z,20450,2,"<p>You can strip out the tags with regular expressions.  Just make sure that your expressions will not filter tags that were actually text.  If the text had ""\b"" in the body of text, it would appear as \b in the RTF stream.   In other words, you would match on ""\b"" but not ""\b"".</p>

<p>You could probably take a short cut and filter out the header RTF tags.  Look for the first occurrence of ""\viewkind4"" in the input.  Then read ahead to the first space character.  You would remove all of the characters from the start of the text up to and including that space character.  That would strip out the RTF header information (fonts, colors, etc).</p>"
20532,77,2008-08-21T17:03:22Z,20510,0,"<p>As far as I know, and I'm definately not a hacker, you are completely fine. Really, if someone wanted to, they could exploit your code anyway clientside, but i don't see how they could exploit your server side code using javascript (unless you use server side javascript)</p>
"
20578,1432,2008-08-21T17:19:03Z,20510,0,"<p>I don't see where this lets them do anything that they couldn't do already by calling eval.  If there's a security hole being introduced here, I don't see it.</p>
"
20595,2310,2008-08-21T17:24:41Z,20510,1,"<p>This isn't inherently dangerous, but the moment you pass any user-provided data into the function, it's ripe for a code injection exploit. That's worrisome, and something I'd avoid. I think a better approach would be to only expose the functionality you <em>need</em>, and nothing more.</p>
"
20628,1490,2008-08-21T17:39:40Z,20450,6,"<p>I would use a hidden RichTextBox, set the Rtf member, then retrieve the Text member to sanitize the RTF in a well-supported way.  Then I would use manually inject the desired formatting afterwards.</p>
"
20645,1109,2008-08-21T17:43:48Z,20510,7,"<p>There's no need for the JavaScript function, the first argument to <code>ExternalInterface</code> can be any JavaScript code, it doesn't have to be a function name (the documentation says so, but it is wrong).</p>

<p>Try this:</p>

<pre><code>ExternalInterface.call(""alert('hello')"");
</code></pre>
"
20708,770,2008-08-21T18:22:48Z,20450,4,"<p>I'd do something like the following:</p>

<pre><code>Dim unformatedtext As String

someRTFtext = Replace(someRTFtext, ""\ul"", ""[ul]"")
someRTFtext = Replace(someRTFtext, ""\b"", ""[b]"")
someRTFtext = Replace(someRTFtext, ""\i"", ""[i]"")

Dim RTFConvert As RichTextBox = New RichTextBox
RTFConvert.Rtf = someRTFtext
unformatedtext = RTFConvert.Text

unformatedtext = Replace(unformatedtext, ""[ul]"", ""\ul"")
unformatedtext = Replace(unformatedtext, ""[b]"", ""\b"")
unformatedtext = Replace(unformatedtext, ""[i]"", ""\i"")

Clipboard.SetText(unformatedtext)

oWord.ActiveDocument.ActiveWindow.Selection.PasteAndFormat(0)
</code></pre>"
20712,811,2008-08-21T18:25:08Z,15880,3,"<p>It's a ""Structured Storage"" document. I've successfully used <a href=""http://www.codeproject.com/KB/files/structstor.aspx"" rel=""nofollow"">Andrew Peace's code</a> to read these in the past, even under .NET (using C++/CLI) - it's clean and fairly easy to understand. Basically, you need to figure out which records you need, and query for those - it gets a little bit hairy, since different versions of Outlook and different types of messages will result in different records... </p>
"
20752,2132,2008-08-21T18:44:38Z,17140,9,"<p>It really depends on what you're trying to do, exactly, as it's:</p>

<ol>
<li>OS dependent</li>
<li>Not quite clear what you're trying to do.</li>
</ol>

<p>Nevertheless, I'll try to provide some information for you to decide.<br />
On UNIX, <code>fork()</code> creates a clone of your process from the place where you called fork. Meaning, if I have the following process:</p>

<pre><code>#include &lt;unistd.h&gt;
#include &lt;stdio.h&gt;

int main()
{
    printf( ""hi 2 u\n"" );
    int mypid = fork();

    if( 0 == mypid )
        printf( ""lol child\n"" );
    else
        printf( ""lol parent\n"" );

    return( 0 );
}
</code></pre>

<p>The output will look as follows:</p>

<blockquote>
  <blockquote>
    <p>hi 2 u<br />
    lol child<br />
    lol parent  </p>
  </blockquote>
</blockquote>

<p>When you <code>fork()</code> the pid returned in the child is 0, and the pid returned in the parent is the child's pid. Notice that ""hi2u"" is only printed once... by the <strong>parent</strong>.</p>

<p><code>execve()</code> and its family of functions are almost always used with <code>fork().</code> <code>execve()</code> and the like overwrite the current stackframe with the name of the application you pass to it. <code>execve()</code> is almost always used with <code>fork()</code> where you fork a child process and if you're the parent you do whatever you need to keep doing and if you're the child you exec a new process. <code>execve()</code> is also almost always used with <code>waitpid()</code> -- waitpid takes a pid of a child process and, quite literally, <em>waits</em> until the child terminates and returns the child's exit status to you.  </p>

<p>Using this information, you should be able to write a very basic shell; one that takes process names on the command line and runs processes you tell it to. Of course, shells do more than that, like piping input and output, but you should be able to accomplish the basics using <code>fork()</code>, <code>execve()</code> and <code>waitpid()</code>.</p>

<p><strong>NOTE: This is *nix specific! This will NOT work on Windows.</strong>  </p>

<p>Hope this helped.</p>"
20754,2272,2008-08-21T18:46:18Z,7440,9,"<p>We use <a href=""http://watin.sourceforge.net/"">Watin</a> at my place of employment, we are a .net shop so this solution made a lot of sense.  We actually started with Watir (the original ruby implementation) and switched after.  It's been a pretty good solution for us so far</p>
"
20879,315,2008-08-21T19:26:02Z,20840,6,"<p>Generally when you need to do a sizeable (or frequent) queries to busy tables, where read committed would possibly be blocked by locks from uncommited transactions, but ONLY when you can live with inaccurate data. </p>

<p>As an example, on a gaming web site I worked on recently there was a summary display of some stats about recent games, this was all based on dirty reads, it was more important for us to include then exclude the transactional data not yet committed (we knew anyway that few, if any, transactions would be backed out), we felt that on average the data would be more accurate that way.</p>
"
20881,740,2008-08-21T19:26:44Z,20840,0,"<p>use it if you want the data back right away and it is not that important if it is right<br>
do not use if if the data is important to be correct or if you are doing updates with it</p>

<p>Also take a look at snapshot isolation which has been introduced in sql server 2005</p>"
20890,51,2008-08-21T19:28:31Z,20840,14,"<p>From <a href=""http://msdn.microsoft.com/en-us/library/aa259216(SQL.80).aspx"">MSDN</a>:</p>

<blockquote>
  <p>When this option is set, it is possible to read uncommitted or dirty data; values in the data can be changed and rows can appear or disappear in the data set before the end of the transaction. </p>
</blockquote>

<p>Simply put, when you are using this isolation level, and you are performing multiple queries on an active table as part of one transaction, there is no guarantee that the information returned to you within different parts of the transaction will remain the same. You could query the same data twice within one transaction and get different results (this might happen in the case where a different user was updating the same data in the midst of your transaction). This can obviously have severe ramifications for parts of your application that rely on data integrity.</p>"
20901,1471,2008-08-21T19:30:02Z,20880,6,"<p>Can you give us some more information on how you add the combo boxes to the JPanel?  This is a pretty common thing to do in Swing so I doubt that it's a JVM issue but I guess anything is possible.</p>

<p>Specifically, I would double check to make sure you're not accessing the GUI from any background threads.  In this case, maybe you're reading the choices from a DB or something and updating the JComboBox from a background thread, which is a big no-no in Swing.  See SwingUtils.invokeLater().</p>
"
20933,1862,2008-08-21T19:43:22Z,20910,13,"<p>The problem with Silverlight, is that there's still a lot of people who don't have it installed.  Also, I""m not sure how well your existing .Net developers will be able to leverage their existing skills if they are only familiar with more traditional server-side .Net coding. </p>

<p>What are your reasons for pushing Silverlight over Flex? If you have to ask the SOFlow community for reasons, it seems odd that you would be so willing to push it.</p>
"
20962,856,2008-08-21T19:52:34Z,20910,2,"<p>I think Silverlight and XAML is preferable to ActionScript, and though I'm not familiar with ActionScript IDE's, I am familiar with VS2008 and Expression Web/Blend, and they are very good development environments and getting better all the time.  I would go with Silverlight, and I think the key to getting users to install the plug-in is to have a good plug-in detect page that explains what SL is and why they need it.  For an example of this, go to <a href=""http://memorabilia.hardrock.com/"" rel=""nofollow"">http://memorabilia.hardrock.com/</a> and try it with your SL plug-in disabled.</p>"
20985,2351,2008-08-21T19:58:15Z,20910,3,"<p>As Kibbee hinted at above, the argument of leveraging existing .Net developers doesn't hold much water.  It is impossible to be an expert in all facets of .Net development.  The platform is just too big.  The same goes for Java.  The only thing Silverlight has going for it from a skills perspective is that you can code in your favorite .Net language.  That advantage is fairly small if you are already doing any significant web development that utilizes JavaScript since Action script is a variation.  So really to convert a programmer to either Flex or Silverlight is all about learning the platform's API.    </p>
"
20995,580,2008-08-21T20:00:19Z,20910,22,"<p>I think Silverlight is most advantageous for companies that have .NET developers but noone with designer experience.</p>

<p>Skill sets will be easier to find as far as finding C# or VB developers vs finding ActionScript guru's.  However there is the trade off:</p>

<p>Design experience is an investment not only in Designers with artistic skill, but also in the knowledge and tools provided by Adobe.  You can nearly guarantee that a professional designer uses a mac and has experience with Adobe tools.</p>

<p>Right now the Silverlight designer tools are half baked and can be a headache.  For instance Blend errors when trying to render any xaml containing an IValueConverter, this is problematic.  I have no idea what the Adobe developer experience is, I'm sure it is as hairy.</p>

<p>So at this stage of the game it comes down to human resources:  </p>

<p>If you have .NET experience and little invested in Design skills go Silverlight. Programming skills/tools will be transferable.
If you have Design experience and skill set go with Flex.  Designer skills/tools will be transferable.</p>

<p>Either way both client platforms require communication with services to get data, so you will always leverage your existing programing expertise on the back end. </p>

<p>Paraphrased <a href=""http://stackoverflow.com/users/5/jon-galloway"" rel=""nofollow"">Jon's</a> opinion from a different point of view:</p>

<p>I think you should look at Flex as a long-term play, just as Adobe seems to be doing. There's an obvious balance on when to use Silverlight vs. Flex when you're concerned about reach and install base, but here are more reasons Flex is a good direction to move in:</p>

<ol>
<li><p>Second mover advantage - Just as
Adobe built a ""better Java Applet""
with Flash, they're able to look at
how you'd design a runtime from
scratch, today. They have the
advantage of knowing how people use
the web today, something the
inventors of existing client
platforms could never have
accurately guessed. .NET can add
features, but they can't
realistically chuck the platform and
start over.</p></li>
<li><p>Designer familiarity - While
Flex/AIR is a new programing model,
it's not entirely unfamiliar to
designers. They'll ""get"" the way
Flex works a lot more quickly than
they'll understand firing up a new
design environment with new feature
poor tools and new animation
paradigms.</p></li>
<li><p>Being rid of the RGB color model in
Silverlight- .NET was originally
built for windows and it is at the
core of how it works. Flex ditched a
long time ago for an design-centric
model.</p></li>
<li><p>All your tools run on your mac. Nuff
said.</p></li>
<li><p>Cool features - Silverlight still
has some catching up to do with
Flash on some obvious features (like
webcam / mic integration, or 3d /
graphics acceleration).</p></li>
</ol>"
21019,714,2008-08-21T20:04:09Z,20420,5,"<p>Xcode has refactoring for C and Objective-C built in.  Just select what you'd like to refactor, choose ""Refactor..."" from either the menu bar or the contextual menu, and you'll get a window including the available refactorings and a preview area.</p>

<p>Xcode doesn't currently have a public plug-in API; if there are specific types of plug-ins you'd like Apple to enable, file enhancement requests in the <a href=""http://bugreport.apple.com/"" rel=""nofollow"" title=""Bug Reporter - it's not just for bugs!"">Bug Reporter</a>.  That way Apple can count and track such requests.</p>

<p>However, there are third-party tools like <a href=""http://www.kevincallahan.org/software/accessorizer.html"" rel=""nofollow"" title=""Accessorizer"">Accessorizer</a> and <a href=""http://rentzsch.com/code/mogenerator"" rel=""nofollow"" title=""mogenerator: Core Data codegen""><code>mogenerator</code></a> (the latest release is <a href=""http://rentzsch.com/code/mogenerator_v1.10"" rel=""nofollow"" title=""mogenerator 1.10""><code>mogenerator 1.10</code></a>) that you can use to make various development tasks faster.  Accessorizer helps you create accessor methods for your classes, while <code>mogenerator</code> does more advanced code generation for Core Data managed object classes that are modeled using Xcode's modeling tools.</p>"
21035,5,2008-08-21T20:11:17Z,20910,52,"<p>I think you should look at Silverlight as a long-term play, just as Microsoft seems to be doing. There's an obvious balance on when to use Silverlight vs. Flash when you're concerned about reach and install base, but here are some reasons Silverlight is a good direction to move in:</p>

<ol>
<li><p>Second mover advantage - Just as Microsoft built a ""better Java"" with .NET, they're able to look at how you'd design a RIA plugin from scratch, today. They have the advantage of knowing how people use the web today, something the inventors of Flash could never have accurately guessed. Flash can add features, but they can't realistically chuck the platform and start over.</p></li>
<li><p>Developer familiarity - While Silverlight is a new model, it's not entirely unfamiliar to developers. They'll ""get"" the way Silverlight works a lot more quickly than they'll understand firing up a new development environment with a new scripting language and new event paradigms.</p></li>
<li><p>Being rid of the timeline model in Flash - Flash was originally built for keyframe based animations, and while there are ways to abstract this away, it's at the core of how Flash works. Silverlight ditches that for an application-centric model. </p></li>
<li><p>ScottGu - ScottGu is fired up about Silverlight. Nuff said.</p></li>
<li><p>Cool new features - While Silverlight still has some catching up to do with Flash on some obvious features (like webcam / mic integration, or 3d / graphics acceleration), there are some slick new technologies built in to Silverlight - Deep Zoom is one example. I'm seeing more ""revolutionary"" technologies on the Silverlight side, while Flash seems to be in maintenance mode at this point.</p></li>
</ol>"
21076,106,2008-08-21T20:27:05Z,21060,0,"<p>Not that I know of. This has been a plague of Windows versions for quite some time.</p>
"
21101,234,2008-08-21T20:32:05Z,20850,1,"<p>This is not directly an answer, but</p>

<blockquote>
  <p>The thing is that to remove the disk you have to eject the volume and in this case do it for both volumes</p>
</blockquote>

<p>I have a similar situation.</p>

<p>OSX remembers where you put your icons on the desktop - I've moved the icons for both of my removable drives to <em>just</em> above where the trash can lives.</p>

<p>Eject procedure becomes</p>

<ul>
<li>Hit top-left of screen with mouse to show desktop</li>
<li>Drag small box around both removable drives</li>
<li>Drag 2cm onto trash so they both get ejected</li>
<li>Remove firewire cable</li>
</ul>"
21106,2354,2008-08-21T20:33:18Z,20420,39,"<p>You sound as if you're looking for three major things: code templates, refactoring tools, and auto-completion.</p>

<p>The good news is that Xcode 3 and later come with superb auto-completion and template support.  By default, you have to explicitly request completion by hitting the escape key.  (This actually works in all <code>NSTextView</code>s; try it!)  If you want to have the completions appear automatically, you can go to <strong>Preferences</strong> -> <strong>Code Sense</strong> and set the pop-up to appear automatically after a few seconds.  You should find good completions for C and Objective-C code, and pretty good completions for C++.</p>

<p>Xcode also has a solid template/skeleton system that you can use.  You can see what templates are available by default by going to Edit -> Insert Text Macro.  Of course, you don't want to insert text macros with the mouse; that defeats the point.  Instead, you have two options:</p>

<ol>
<li>Back in <strong>Preferences</strong>,go to <strong>Key Bindings</strong>, and then, under <strong>Menu Key Bindings</strong>, assign a specific shortcut to macros you use often.  I personally don't bother doing this, but I know plenty of great Mac devs who do</li>
<li><p>Use the <code>CompletionPrefix</code>.  By default, nearly all of the templates have a special prefix that, if you type and then hit the escape key, will result in the template being inserted.  You can use Control-/ to move between the completion fields.</p>

<p>You can see <a href=""http://crookedspin.com/2005/06/10/xcode-macros/"">a full list of Xcode's default macros and their associated <code>CompletionPrefix</code>es</a> at <a href=""http://crookedspin.com"">Crooked Spin</a>.</p>

<p>You can also add your own macros, or modify the defaults.  To do so, edit the file <code>/Developer/Library/Xcode/Specifications/{C,HTML}.xctxtmacro</code>.  The syntax should be self-explanatory, if not terribly friendly.</p></li>
</ol>

<p>Unfortunately, if you're addicted to R#, you will be disappointed by your refactoring options.  Basic refactoring is provided within Xcode through the context menu or by hitting Shift-Apple-J.  From there, you can extract and rename methods, promote and demote them through the class hierarchy, and a few other common operations.  Unfortunately, neither Xcode nor any third-party utilities offer anything approaching Resharper, so on that front, you're currently out of luck.  Thankfully, Apple has already demonstrated versions of Xcode in the works that have vastly improved refactoring capabilities, so hopefully you won't have to wait too long before the situation starts to improve.</p>"
21155,1242,2008-08-21T20:52:56Z,21060,0,"<p>Actually Windows XP tries to avoid that. Of course some programs found a way to <a href=""http://stackoverflow.com/questions/18505/sending-a-mouse-click-to-a-button-in-the-taskbar-using-c"" rel=""nofollow"">circumvented</a> that. Microsoft Powertoy TweakUI has a way to turn the option on again in case it was turned off. You could also edit the registry yourself using the <a href=""http://xphelpandsupport.mvps.org/how_do_i_prevent_applications_fr.htm"" rel=""nofollow"">following information</a>. </p>"
21287,1975282,2008-08-21T21:56:11Z,21280,2,"<p>The point is that LINQ integrates your queries into your primary programming language, allowing your IDE to provide you with some facilities (Intellisense and debug support, for example) that you otherwise would not have, and to allow the compiler to type-check your SQL code (which is impossible with a normal string query).</p>
"
21292,1965,2008-08-21T21:59:00Z,21280,39,"<p>LINQ is not about SQL. LINQ is about being apply functional programming paradigmns on objects.</p>

<p>LINQ to SQL is an ORM built ontop of the LINQ foundation, but LINQ is much more. I don't use LINQ to SQL, yet I use LINQ all the time.</p>

<p>Take the task of finding the intersection of two lists:</p>

<p>Before LINQ, this tasks requires writing a nested foreach that iterates the small list once for every item in the big list O(N*M), and takes about 10 lines of code.</p>

<pre><code>foreach (int number in list1)
{
    foreach (int number2 in list2)
    {
        if (number2 == number)
        {
            returnList.add(number2);
        }
    }
}
</code></pre>

<p>Using LINQ, it does the same thing in one line of code:</p>

<pre><code>var results = list1.Intersect(list2);
</code></pre>

<p>You'll notice that doesn't look like LINQ, yet it is. You don't need to use the expression syntax if you don't want to.</p>"
21302,792,2008-08-21T22:02:01Z,19030,2,"<blockquote>
  <p>I want to add a rule that checks for
  the presence of a folder.jpg file in
  each directory, but to add this would
  make the code substantially more messy
  in it's current state..</p>
</blockquote>

<p>This doesn't look bad.  In fact your current code does it very nicely, and Sven mentioned a good way to do it as well:</p>

<ol>
<li>Get a list of all the files</li>
<li>Check for ""required"" files</li>
</ol>

<p>You would just have have add to your dictionary a list of required files:</p>

<pre><code>checker = {
  ...
  'required': ['file', 'list', 'for_required']
}
</code></pre>

<p>As far as there being a better/extensible way to do this?  I am not exactly sure.  I could only really think of a way to possibly drop the ""multiple"" regular expressions and build off of Sven's idea for using a delimiter.  So my strategy would be defining a dictionary as follows (and I'm sorry I don't know Python syntax and I'm a tad to lazy to look it up but it should make sense.  The /regex/ is shorthand for a regex):</p>

<pre><code>check_dict = {
  'delim'    : /\-/,
  'parts'    : [ 'Show Name', 'Episode Name', 'Episode Number' ],
  'patterns' : [/valid name/, /valid episode name/, /valid number/ ],
  'required' : ['list', 'of', 'files'],
  'ignored'  : ['.*', 'hidden.txt'],
  'start_dir': '/path/to/dir/to/test/'
}
</code></pre>

<ol>
<li>Split the filename based on the delimiter.</li>
<li>Check each of the parts.</li>
</ol>

<p>Because its an ordered list you can determine what parts are missing and if a section doesn't match any pattern it is malformed.  Here the <code>parts</code> and <code>patterns</code> have a 1 to 1 ratio.  Two arrays instead of a dictionary enforces the order.</p>

<p>Ignored and required files can be listed.  The <code>.</code> and <code>..</code> files should probably be ignored automatically.  The user should be allowed to input ""globs"" which can be shell expanded.  I'm thinking here of <code>svn:ignore</code> properties, but globbing is natural for listing files.</p>

<p>Here <code>start_dir</code> would be default to the current directory but if you wanted a single file to run automated testing of a bunch of directories this would be useful.</p>

<p>The real loose end here is the path template and along the same lines what path is required for ""valid files"".  I really couldn't come up with a solid idea without writing one large regular expression and taking groups from it... to build a template.  It felt a lot like writing a TextMate language grammar.  But that starts to stray on the ease of use.  The real problem was that the path template was not composed of <code>parts</code>, which makes sense but adds complexity.</p>

<p>Is this strategy in tune with what you were thinking of?</p>"
21331,1538,2008-08-21T22:18:05Z,21280,5,"<p>So the really, really big deal about LINQ has nothing to do with Linq to SQL. It's about the enhancements it brought to the C# language itself.</p>
"
21418,332,2008-08-21T23:20:41Z,21280,5,"<p>LINQ is not just an ORM system, as Jonathan pointed out it brings a lot of functional programming elements to C#. And it lets you do a lot of ""database-y"" things in regular C# code. It's difficult to explain just how incredibly powerful that can be. Consider how much having solid, well designed generic data structures (such as list, stack, dictionary/hash, etc.) included in common frameworks has improved the state of development in modern languages. Precisely because using these data structures is very common and reducing the intellectual overhead of using them is a huge benefit. LINQ doesn't do anything you can't do yourself, but it makes a lot of operations a lot more straightforward and a lot easier.</p>

<p>Consider the time-honored example of removing duplicates from a non-ordered list. In a lower level language like C or C++ you'd probably have to sort the list and maintain two indices into the list as you removed dupes. In a language with hashes (Java, C#, Javascript, Perl, etc.) you could create a hash where the keys are the unique values, then extract the keys into a new list. With LINQ you could just do this:</p>

<pre><code>int[] data = { 0, 1, 3, 3, 7, 8, 0, 9, 2, 1 };

var uniqueData = data.GroupBy(i =&gt; i).Select(g =&gt; g.Key);
</code></pre>"
21466,394,2008-08-21T23:54:07Z,21060,0,"<p>It suppose to be a <a href=""http://www.microsoft.com/technet/prodtechnol/windows2000serv/reskit/regentry/55200.mspx?mfr=true"" rel=""nofollow"">registry change</a>  that helps with this type of situations (mentioned in <a href=""http://www.codinghorror.com/blog/archives/001011.html"" rel=""nofollow"">this</a> Coding Horror post about the subject of ""focus stealing""). I try it, it doesn't work with <em>all</em> popups but helps with some of them, causing the offending application to flash in the taskbar instead of gain focus.</p>"
21515,2384,2008-08-22T00:29:17Z,21460,0,"<p>Well, if it support Python, you might be able to run Django using a FastCGI setup, as described here: <a href=""https://docs.djangoproject.com/en/dev/howto/deployment/fastcgi/"" rel=""nofollow"">FastCGI Docs</a>. If it supports mod_python (which I guess it's what you mean), then sure, you can install it using the steps listed here: <a href=""https://docs.djangoproject.com/en/1.1/howto/deployment/modpython/"" rel=""nofollow"">ModPython docs</a></p>"
21653,1117,2008-08-22T02:48:54Z,21640,18,"<p>Request.Url will return you the <a href=""http://msdn.microsoft.com/en-us/library/system.uri.aspx"">Uri</a> of the request.  Once you have that, you can retrieve pretty much anything you want.  To get the protocol, call the <a href=""http://msdn.microsoft.com/en-us/library/system.uri.scheme.aspx"">Scheme</a> property.</p>

<p>Sample:</p>

<pre><code>Uri url = Request.Url;
string protocol = url.Scheme;
</code></pre>

<p>Hope this helps.</p>
"
21882,122,2008-08-22T06:21:15Z,21870,2,"<p>Take a look at <a href=""http://www.danga.com/memcached/"" rel=""nofollow"">memcached</a>.  It is a really cool, fast and lightweight distributed caching system.  There are APIs for several of the most popular languages, including C#.  It may not serve well on the client side (unless of course the client is obtaining the cached data from a server of some kind), but if you abstract your usage of memcached to a specific interface, you could then implement the interface with another caching system.</p>
"
21926,1109,2008-08-22T07:23:59Z,20910,30,"<p>There's two questions here: Silverlight vs. Flash as platform and Silverlight vs. Flex as RIA framework.</p>

<p>The first question depends on your timeframe. Flash Player has over 95% reach, Silverlight has no way near that. However, Silverlight may get there, it is after all backed by Microsoft. If you aim to launch a site next week and want a huge audience, Silverlight is not an option. If you aim to launch a really cool application that everyone would want to use it's a bit different, if your app is good enough your target audience may install Silverlight just to be able to run it.</p>

<p>As for the second question its a matter of how easy it is to develop <em>applications</em> in Silverlight. Flex isn't just a set of widgets, it's a very big framework that does a lot of thing that ease the work of the developer. You could write the same applications using only the core Flash API, but it would be very much more work. Depending on what's available in Silverlight, this should be an important factor when deciding. If you can cut development time, is having two platforms worth it?</p>"
21967,1630,2008-08-22T09:13:56Z,21560,3,"<p>I finally got Multisampling working with my wxWidgets OpenGL program. It's a bit messy right now, but here's how:</p>

<p><strong>wxWidgets</strong> doesn't have <strong>Multisampling</strong> support in their <strong>stable releases</strong> right now (latest version at this time is <strong>2.8.8</strong>). But, it's available as a patch and also through their daily snapshot. (The latter is heartening, since it means that the patch has been accepted and should appear in later stable releases if there are no issues.)</p>

<p>So, there are 2 options:</p>

<ol>
<li><p>Download and build from their <strong><a href=""http://biolpc22.york.ac.uk/pub/Daily_HEAD/"" rel=""nofollow"">daily snapshot</a></strong>.</p></li>
<li><p>Get the <strong><a href=""https://sourceforge.net/tracker/?func=detail&amp;atid=309863&amp;aid=1915804&amp;group_id=9863"" rel=""nofollow"">patch</a></strong> for your working wxWidgets installation.</p></li>
</ol>

<p>I found the 2nd option to be less cumbersome, since I don't want to disturb my working installation as much as possible. If you don't know how to patch on Windows, see <a href=""http://stackoverflow.com/questions/19611/"" rel=""nofollow"">this</a>.</p>

<p>At the very least, for Windows, the patch will modify the following files:</p>

<pre><code>$(WX_WIDGETS_ROOT)/include/wx/glcanvas.h
$(WX_WIDGETS_ROOT)/include/wx/msw/glcanvas.h
$(WX_WIDGETS_ROOT)/src/msw/glcanvas.cpp
</code></pre>

<p>After patching, <strong>recompile</strong> the wxWidgets libraries.</p>

<p>To enable multisampling in your wxWidgets OpenGL program, minor changes to the code are required.</p>

<p>An attribute list needs to be passed to the <strong>wxGLCanvas</strong> constructor:</p>

<pre><code>int attribList[] = {WX_GL_RGBA,
                    WX_GL_DOUBLEBUFFER,
                    WX_GL_SAMPLE_BUFFERS, GL_TRUE, // Multi-sampling
                    WX_GL_DEPTH_SIZE, 16,
                    0, 0};
</code></pre>

<p>If you were already using an attribute list, then add the line with <code>GL_SAMPLE_BUFFERS, GL_TRUE</code> to it. Else, add this attribute list definition to your code.</p>

<p>Then modify your wxGLCanvas constructor to take this attribute list as a parameter:</p>

<pre><code>myGLFrame::myGLFrame    // Derived from wxGLCanvas
(
    wxWindow *parent,
    wxWindowID id,
    const wxPoint&amp; pos,
    const wxSize&amp; size,
    long style,
    const wxString&amp; name
)
: wxGLCanvas(parent, (wxGLCanvas*) NULL, id, pos, size, style, name, attribList)
{
    // ...
}
</code></pre>

<p>After the wxGLCanvas element is created, multisampling is turned on by default. To disable or enable it at will, use the related OpenGL calls:</p>

<pre><code>glEnable(GL_MULTISAMPLE);
glDisable(GL_MULTISAMPLE);
</code></pre>

<p>Multisampling should now work with the wxWidgets OpenGL program. Hopefully, it should be supported in the stable release of wxWidgets soon, making this information irrelevant :-)</p>"
21983,1738,2008-08-22T09:37:44Z,21870,3,"<p>Bear in mind that the EntLib documentation specifically steers you towards the ASP.NET cache for ASP.NET applications. That's probably the strongest recommendation towards using it here. Plus the EntLib cache doesn't have dependencies, which for me is a big reason not to use it.</p>

<p>I don't think there's a technical limitation as such on shipping System.Web as part of your app, though it's slightly odd that they've put that notice in on the .NET 3.5 page. Hanselman actually says he started out being creeped out by this notion, but became convinced. Also if you read the comments, he says that the block has too many moving parts and the ASP.NET Cache is much more lightweght.<br />
I think this is exactly the kind of problem that <a href=""http://blogs.msdn.com/velocity/"" rel=""nofollow"">Velocity</a> is going to solve, but that's only a preview for now :-(  </p>

<p>I'd say use Web.Caching and see how you get on. If you put some kind of abstraction layer over the top of it, you've always got the option to swap it out for the EntLib block later on if you find problems.</p>"
22013,1908,2008-08-22T10:08:45Z,22000,3,"<p>I know this might sound bad, but you need to ensure there is no whitespace between then end of you <code>&lt;img&gt;</code> tag and the start of the end <code>&lt;/td&gt;</code> tag.</p>

<p>i.e. The following will present the problem:</p>

<pre><code>&lt;td&gt;
 &lt;img src=""image.jpg""/&gt;
&lt;/td&gt;
</code></pre>

<p>And this will not:</p>

<pre><code>&lt;td&gt;&lt;img src=""image.jpg""/&gt;&lt;/td&gt;
</code></pre>

<p>Hope that helps.</p>

<p>Edit: OK, that wasn't the solution at all. doh!</p>
"
